GS,GWlb,GW
517.86,298219.91,133.1343144
517.86,298217.44,133.1332117
517.68,298214.94,133.1320957
517.58,298212.47,133.130993
517.41,298210.03,133.1299037
517.31,298207.53,133.1287876
517.2,298204.84,133.1275867
517.12,298202.72,133.1266403
517.01,298200.28,133.125551
516.89,298197.84,133.1244617
516.74,298195.38,133.1233635
516.66,298192.94,133.1222742
516.49,298190.5,133.1211849
516.4,298188.06,133.1200956
516.26,298185.63,133.1190108
516.12,298182.91,133.1177965
515.89,298180.34,133.1166492
515.89,298178.19,133.1156894
515.72,298175.72,133.1145867
515.67,298173.22,133.1134706
515.54,298170.72,133.1123545
515.44,298168.22,133.1112385
515.34,298165.69,133.110109
515.27,298163.16,133.1089795
515.17,298160.63,133.1078501
515.13,298157.97,133.1066625
515.04,298155.47,133.1055465
514.94,298152.97,133.1044304
514.86,298150.41,133.1032875
514.79,298147.84,133.1021402
514.7,298145.31,133.1010107
514.62,298142.69,133.0998411
514.5,298140.19,133.098725
514.5,298137.63,133.0975822
514.42,298135.09,133.0964482
514.35,298132.56,133.0953188
514.26,298130.03,133.0941893
514.23,298127.47,133.0930464
514.12,298124.69,133.0918054
514.06,298122.41,133.0907875
513.97,298119.88,133.089658
513.95,298117.34,133.0885241
513.87,298114.78,133.0873812
513.86,298112.19,133.086225
513.81,298109.59,133.0850643
513.83,298107,133.083908
513.84,298104.41,133.0827518
513.84,298101.81,133.081591
513.91,298099.19,133.0804214
513.91,298096.5,133.0792205
513.94,298093.94,133.0780776
513.95,298090.84,133.0766937
513.96,298088.22,133.0755241
513.97,298085.59,133.0743499
513.98,298083,133.0731937
513.99,298080.38,133.072024
513.97,298077.75,133.0708499
513.96,298075.13,133.0696803
513.93,298072.5,133.0685062
513.93,298069.88,133.0673365
513.9,298067.28,133.0661758
513.86,298064.63,133.0649928
513.84,298062.06,133.0638454
513.79,298059.47,133.0626892
513.74,298056.88,133.0615329
513.74,298054.25,133.0603588
513.69,298051.63,133.0591892
513.67,298049.03,133.0580285
513.66,298046.44,133.0568722
513.66,298043.84,133.0557115
513.62,298041.28,133.0545686
513.59,298038.63,133.0533856
513.57,298035.91,133.0521713
513.56,298033.5,133.0510954
513.49,298030.91,133.0499392
513.47,298028.31,133.0487784
513.44,298025.69,133.0476088
513.45,298023.06,133.0464347
513.45,298020.44,133.045265
513.45,298017.81,133.0440909
513.41,298014.91,133.0427963
513.41,298012.53,133.0417338
513.39,298009.88,133.0405507
513.4,298007.22,133.0393632
513.39,298004.56,133.0381757
513.37,298001.88,133.0369793
513.36,297999.19,133.0357784
513.39,297996.5,133.0345775
513.38,297993.78,133.0333632
513.42,297991,133.0321221
513.49,297988.06,133.0308096
513.55,297984.81,133.0293587
513.67,297982.19,133.0281891
513.79,297979.16,133.0268364
513.95,297976.13,133.0254837
514.1,297973.06,133.0241132
514.45,297970.03,133.0227605
514.45,297967,133.0214078
514.6,297963.97,133.0200551
514.74,297960.94,133.0187024
514.94,297957.81,133.0173051
515.09,297954.56,133.0158542
515.29,297951.88,133.0146578
515.45,297948.91,133.0133319
515.71,297945.97,133.0120194
515.86,297943.03,133.0107069
516.09,297940.13,133.0094122
516.2,297937.19,133.0080997
516.4,297934.31,133.006814
516.48,297931.44,133.0055328
516.64,297928.59,133.0042604
516.74,297925.78,133.003006
516.86,297922.69,133.0016265
516.86,297919.94,133.0003988
516.91,297917.44,132.9992827
516.97,297914.63,132.9980283
516.97,297911.97,132.9968408
517.04,297909.22,132.9956131
517.06,297906.47,132.9943854
517.07,297903.72,132.9931577
517.08,297900.97,132.99193
517.08,297898.22,132.9907024
517.08,297895.5,132.9894881
517.08,297892.66,132.9882202
517.08,297890,132.9870327
517.08,297887.25,132.985805
517.05,297884.53,132.9845907
517.05,297881.78,132.983363
516.93,297879.03,132.9821354
516.91,297876.25,132.9808943
516.93,297873.5,132.9796666
516.97,297870.75,132.9784389
516.97,297867.72,132.9770862
517.01,297864.91,132.9758318
517.05,297862.47,132.9747425
517.1,297859.66,132.973488
517.1,297856.72,132.9721755
517.17,297854.06,132.970988
517.17,297851.25,132.9697335
517.26,297848.44,132.9684791
517.26,297845.63,132.9672246
517.42,297842.75,132.9659389
517.42,297840.03,132.9647246
517.53,297837.22,132.9634701
517.71,297834.41,132.9622157
517.71,297831.59,132.9609567
517.83,297828.81,132.9597156
518,297826,132.9584612
518,297823.22,132.9572201
518.11,297820.44,132.955979
518.18,297817.41,132.9546263
518.16,297814.56,132.953354
518.2,297812.13,132.9522692
518.22,297809.38,132.9510415
518.25,297806.63,132.9498138
518.28,297803.91,132.9485995
518.29,297801.16,132.9473719
518.32,297798.41,132.9461442
518.31,297795.63,132.9449031
518.23,297792.84,132.9436576
518.24,297789.81,132.9423049
518.25,297786.97,132.941037
518.25,297784.53,132.9399477
518.26,297781.78,132.93872
518.34,297779.06,132.9375058
518.4,297776.28,132.9362647
518.42,297773.53,132.935037
518.43,297770.78,132.9338093
518.48,297768.03,132.9325816
518.53,297765.28,132.931354
518.53,297762.53,132.9301263
518.62,297759.63,132.9288316
518.6,297757.06,132.9276843
518.65,297754.34,132.92647
518.65,297751.56,132.9252289
518.67,297748.94,132.9240593
518.68,297746.25,132.9228584
518.74,297743.56,132.9216575
518.74,297740.88,132.9204611
518.74,297738.19,132.9192602
518.79,297735.5,132.9180593
518.81,297732.47,132.9167066
518.85,297730.13,132.9156619
518.85,297727.44,132.914461
518.86,297724.75,132.9132601
518.92,297722.06,132.9120592
518.94,297719.38,132.9108628
518.89,297716.72,132.9096753
518.93,297714.06,132.9084878
518.91,297711.44,132.9073182
518.9,297708.47,132.9059923
518.87,297706.16,132.904961
518.86,297703.53,132.9037869
518.86,297700.91,132.9026173
518.84,297698.25,132.9014297
518.81,297695.59,132.9002422
518.81,297692.97,132.8990726
518.78,297690.31,132.8978851
518.76,297687.66,132.8967021
518.76,297685.03,132.8955279
518.76,297682.31,132.8943137
518.76,297679.44,132.8930324
518.75,297677.09,132.8919833
518.75,297674.44,132.8908002
518.73,297671.81,132.8896261
518.73,297669.13,132.8884297
518.72,297666.47,132.8872422
518.7,297663.81,132.8860547
518.66,297661.16,132.8848717
518.66,297658.5,132.8836842
518.61,297655.84,132.8824967
518.64,297653.19,132.8813136
518.61,297650.53,132.8801261
518.63,297647.88,132.8789431
518.62,297645.19,132.8777422
518.6,297642.53,132.8765547
518.58,297639.88,132.8753716
518.61,297637.19,132.8741707
518.61,297634.5,132.8729698
518.62,297631.81,132.8717689
518.63,297629.06,132.8705413
518.64,297626.31,132.8693136
518.67,297623.56,132.8680859
518.67,297620.78,132.8668448
518.64,297618,132.8656037
518.64,297615.22,132.8643627
518.6,297612.44,132.8631216
518.59,297609.66,132.8618805
518.65,297606.53,132.8604832
518.69,297604.09,132.8593939
518.76,297601.34,132.8581662
518.81,297598.63,132.8569564
518.86,297595.88,132.8557287
518.88,297593.19,132.8545278
518.9,297590.47,132.8533135
518.93,297587.75,132.8520992
518.93,297585.06,132.8508983
518.93,297582.44,132.8497287
518.92,297582.44,132.8497287
518.92,297579.16,132.8482644
518.99,297576.5,132.8470769
518.99,297573.91,132.8459206
518.96,297571.31,132.8447599
518.95,297568.72,132.8436037
518.9,297566.13,132.8424474
518.89,297563.56,132.8413001
518.83,297561,132.8401572
518.82,297558.13,132.838876
518.73,297555.75,132.8378135
518.71,297553.31,132.8367242
518.68,297550.75,132.8355813
518.62,297548.19,132.8344385
518.57,297545.63,132.8332956
518.53,297543.06,132.8321483
518.46,297540.5,132.8310054
518.43,297537.94,132.8298626
518.34,297535.09,132.8285902
518.34,297532.72,132.8275322
518.3,297530.16,132.8263893
518.23,297527.66,132.8252733
518.17,297525.09,132.8241259
518.11,297522.53,132.8229831
518.05,297519.97,132.8218402
518.01,297517.41,132.8206973
517.98,297514.84,132.81955
517.98,297512.06,132.8183089
517.92,297509.69,132.8172509
517.9,297507.22,132.8161482
517.86,297504.59,132.8149741
517.83,297502.09,132.813858
517.76,297499.53,132.8127152
517.74,297496.97,132.8115723
517.67,297494.41,132.8104295
517.67,297491.81,132.8092687
517.65,297489.25,132.8081259
517.6,297486.41,132.806858
517.6,297484,132.8057821
517.58,297481.5,132.804666
517.56,297478.81,132.8034651
517.57,297476.28,132.8023357
517.57,297473.66,132.801166
517.53,297471.06,132.8000053
517.57,297468.44,132.7988357
517.54,297465.81,132.7976616
517.58,297462.91,132.7963669
517.59,297460.47,132.7952776
517.62,297457.94,132.7941482
517.61,297455.28,132.7929607
517.66,297452.56,132.7917464
517.66,297450,132.7906035
517.67,297447.34,132.789416
517.67,297444.72,132.7882463
517.69,297442.06,132.7870588
517.69,297439.19,132.7857776
517.69,297436.69,132.7846615
517.69,297434.09,132.7835008
517.7,297431.44,132.7823178
517.7,297428.78,132.7811303
517.7,297426.06,132.779916
517.7,297423.47,132.7787597
517.65,297420.78,132.7775588
517.62,297418.13,132.7763758
517.61,297415.25,132.7750901
517.64,297412.72,132.7739606
517.62,297410.13,132.7728043
517.62,297407.44,132.7716034
517.56,297404.78,132.7704159
517.59,297402.09,132.769215
517.58,297399,132.7678356
517.59,297396.72,132.7668177
517.63,297394.03,132.7656168
517.63,297391.06,132.7642909
517.6,297387.59,132.7627418
517.63,297384.88,132.761532
517.66,297381.63,132.7600811
517.65,297378.34,132.7586123
517.7,297375.56,132.7573713
517.72,297375.56,132.7573713
517.73,297371.59,132.7555989
517.76,297367.91,132.7539561
517.84,297364.66,132.7525052
517.84,297361.91,132.7512775
517.9,297361.91,132.7512775
517.94,297358.5,132.7497552
517.99,297355.75,132.7485275
518.05,297353,132.7472998
518.11,297349.75,132.7458489
518.16,297347,132.7446212
518.25,297343.66,132.7431301
518.29,297340.78,132.7418444
518.37,297338.16,132.7406748
518.41,297334.81,132.7391792
518.47,297332.06,132.7379515
518.52,297328.75,132.7364739
518.6,297328.75,132.7364739
518.66,297325.38,132.7349694
518.78,297322.59,132.7337239
518.78,297319.25,132.7322328
518.84,297316.34,132.7309337
518.87,297313.78,132.7297908
518.95,297310.47,132.7283131
518.98,297307.69,132.727072
519.04,297304.94,132.7258444
519.07,297302.16,132.7246033
519.15,297298.84,132.7231211
519.19,297296.09,132.7218935
519.24,297293.34,132.7206658
519.3,297290.59,132.7194381
519.42,297287.84,132.7182104
519.42,297285.06,132.7169693
519.47,297281.75,132.7154917
519.49,297278.84,132.7141925
519.65,297278.84,132.7141925
519.65,297275.5,132.7127015
519.67,297272.88,132.7115318
519.73,297269.63,132.7100809
519.78,297266.88,132.7088532
519.82,297263.63,132.7074023
519.88,297260.22,132.70588
519.94,297257.47,132.7046523
520.03,297254.69,132.7034113
520.07,297251.94,132.7021836
520.12,297249.19,132.7009559
520.16,297246.34,132.6996836
520.24,297243.63,132.6984737
520.28,297240.34,132.697005
520.33,297240.34,132.697005
520.38,297236.94,132.6954871
520.51,297234.19,132.6942594
520.51,297231.41,132.6930184
520.52,297228.66,132.6917907
520.61,297225.88,132.6905496
520.68,297223.13,132.6893219
520.69,297220.38,132.6880942
520.76,297217.19,132.6866701
520.78,297214.34,132.6853978
520.85,297211.16,132.6839782
520.91,297208.81,132.682929
521,297206.03,132.681688
521.03,297203.28,132.6804603
521.11,297200.53,132.6792326
521.13,297197.78,132.6780049
521.21,297195.03,132.6767772
521.27,297192.16,132.675496
521.38,297188.44,132.6738353
521.38,297185.22,132.6723978
521.4,297182.97,132.6713933
521.41,297180.25,132.670179
521.46,297177.47,132.6689379
521.53,297174.84,132.6677638
521.57,297172.13,132.666554
521.58,297168.91,132.6651165
521.61,297166.22,132.6639156
521.64,297163.56,132.6627281
521.69,297160.84,132.6615138
521.78,297158.03,132.6602593
521.83,297155,132.6589067
521.87,297152.78,132.6579156
521.92,297150.09,132.6567147
521.96,297150.09,132.6567147
522.13,297146.75,132.6552236
522.13,297144,132.6539959
522.19,297141.31,132.652795
522.24,297138.53,132.6515539
522.31,297135.72,132.6502995
522.36,297132.56,132.6488888
522.38,297129.78,132.6476477
522.48,297127.03,132.64642
522.54,297124.28,132.6451923
522.56,297121.03,132.6437414
522.63,297118.19,132.6424736
522.67,297115.44,132.6412459
522.79,297112.66,132.6400048
522.84,297109.34,132.6385227
522.93,297106,132.6370316
522.95,297103.25,132.6358039
523.08,297100.5,132.6345762
523.08,297097.78,132.6333619
523.19,297097.78,132.6333619
523.21,297094.59,132.6319378
523.26,297091.25,132.6304467
523.32,297088.38,132.6291655
523.4,297085.38,132.6278262
523.43,297083.03,132.6267771
523.5,297080.06,132.6254512
523.52,297077.06,132.6241119
523.55,297074.31,132.6228842
523.59,297071.59,132.6216699
523.63,297068.88,132.6204601
523.67,297065.63,132.6190092
523.69,297062.75,132.6177235
523.69,297059.69,132.6163574
523.76,297056.94,132.6151297
523.76,297054.22,132.6139154
523.77,297051.53,132.6127145
523.83,297051.53,132.6127145
523.86,297048.22,132.6112369
523.87,297045.5,132.6100226
523.92,297042.56,132.6087101
523.95,297039.97,132.6075538
524.03,297037.31,132.6063663
524.04,297034.59,132.605152
524.12,297031.84,132.6039243
524.14,297029.09,132.6026966
524.18,297026.28,132.6014422
524.21,297023.5,132.6002011
524.22,297020.69,132.5989466
524.32,297018.03,132.5977591
524.39,297015.41,132.5965895
524.39,297012.66,132.5953618
524.47,297009.94,132.5941475
524.51,297007.19,132.5929198
524.57,297003.97,132.5914823
524.61,297001.25,132.590268
524.66,296998.13,132.5888752
524.67,296995.28,132.5876029
524.71,296992.56,132.5863886
524.72,296989.88,132.5851921
524.81,296986.69,132.583768
524.84,296984.47,132.5827769
524.86,296981.75,132.5815627
524.87,296978.5,132.5801118
524.9,296975.81,132.5789109
524.96,296973.09,132.5776966
525.01,296969.84,132.5762457
525.01,296967.13,132.5750358
525.08,296964.41,132.5738216
525.15,296961.72,132.5726207
525.21,296959,132.5714064
525.23,296956.06,132.5700939
525.3,296953.16,132.5687992
525.35,296950.84,132.5677635
525.42,296948.13,132.5665537
525.44,296948.13,132.5665537
525.49,296944.5,132.5649331
525.52,296941.63,132.5636519
525.54,296938.94,132.562451
525.55,296935.72,132.5610135
525.57,296933.03,132.5598126
525.58,296930.38,132.5586295
525.58,296927.06,132.5571474
525.58,296924.56,132.5560313
525.59,296921.41,132.5546251
525.58,296921.41,132.5546251
525.57,296917.81,132.5530179
525.56,296915.31,132.5519018
525.53,296912.75,132.550759
525.52,296910.25,132.5496429
525.55,296907.66,132.5484867
525.56,296905.03,132.5473125
525.57,296902.41,132.5461429
525.6,296899.78,132.5449688
525.56,296896.59,132.5435447
525.55,296894.09,132.5424286
525.54,296890.97,132.5410357
525.54,296888.34,132.5398616
525.54,296885.75,132.5387054
525.54,296883.03,132.5374911
525.54,296880.03,132.5361518
525.54,296876.97,132.5347857
525.48,296874.84,132.5338348
525.46,296872.25,132.5326786
525.46,296869.63,132.5315089
525.45,296867.06,132.5303616
525.42,296864.47,132.5292053
525.44,296861.88,132.5280491
525.44,296858.75,132.5266518
525.44,296856.16,132.5254955
525.44,296853.53,132.5243214
525.46,296850.91,132.5231518
525.45,296850.91,132.5231518
525.46,296847.69,132.5217142
525.49,296845,132.5205134
525.49,296842.44,132.5193705
525.49,296839.72,132.5181562
525.51,296836.66,132.5167901
525.54,296834,132.5156026
525.58,296831.34,132.5144151
525.59,296828.13,132.5129821
525.61,296825.41,132.5117678
525.62,296822.19,132.5103303
525.62,296819.03,132.5089196
525.66,296816.34,132.5077187
525.69,296813.09,132.5062678
525.7,296813.09,132.5062678
525.68,296810.06,132.5049151
525.64,296807.5,132.5037722
525.65,296804.84,132.5025847
525.66,296802.16,132.5013883
525.66,296799.44,132.500174
525.67,296796.75,132.4989731
525.69,296793.63,132.4975802
525.73,296790.97,132.4963927
525.75,296788.31,132.4952052
525.71,296785.06,132.4937543
525.71,296782.5,132.4926115
525.72,296779.84,132.491424
525.7,296776.69,132.4900177
525.67,296774.03,132.4888302
525.67,296770.81,132.4873927
525.66,296768.16,132.4862097
525.66,296765.41,132.484982
525.64,296762.78,132.4838079
525.63,296760,132.4825668
525.57,296757.25,132.4813391
525.57,296757.25,132.4813391
525.57,296754.19,132.479973
525.56,296751.09,132.4785891
525.57,296748.38,132.4773793
525.56,296745.47,132.4760802
525.51,296743,132.4749775
525.54,296740.38,132.4738078
525.55,296737.19,132.4723837
525.51,296734.53,132.4711962
525.44,296731.91,132.4700266
525.46,296729.28,132.4688525
525.43,296726.66,132.4676828
525.39,296724.03,132.4665087
525.34,296720.88,132.4651025
525.28,296718.25,132.4639283
525.25,296715.63,132.4627587
525.25,296713,132.4615846
525.24,296710.34,132.4603971
525.23,296707.56,132.459156
525.23,296704.78,132.4579149
525.2,296702.38,132.4568435
525.18,296699.72,132.455656
525.2,296697.03,132.4544551
525.16,296694.41,132.4532855
525.15,296691.28,132.4518881
525.15,296688.66,132.4507185
525.15,296686.03,132.4495444
525.18,296683.44,132.4483881
525.13,296680.84,132.4472274
525.11,296678.25,132.4460711
525.1,296675.28,132.4447453
525.03,296672.5,132.4435042
525.03,296670.34,132.4425399
525.04,296667.69,132.4413568
525.03,296667.69,132.4413568
525.05,296664.47,132.4399193
525.06,296661.84,132.4387452
525.03,296659.22,132.4375756
525.01,296656.59,132.4364015
524.95,296653.88,132.4351916
524.94,296651.09,132.4339461
524.87,296648.69,132.4328747
524.86,296646.03,132.4316872
524.85,296643.41,132.4305175
524.81,296640.78,132.4293434
524.79,296638.16,132.4281738
524.76,296635.53,132.4269997
524.72,296632.88,132.4258166
524.72,296630.25,132.4246425
524.68,296627.22,132.4232898
524.67,296624.94,132.422272
524.63,296622.22,132.4210577
524.6,296619.56,132.4198702
524.53,296616.88,132.4186737
524.52,296614.16,132.4174594
524.48,296611.47,132.4162586
524.45,296608.75,132.4150443
524.5,296606.09,132.4138568
524.48,296603.19,132.4125621
524.48,296600,132.411138
524.45,296597.09,132.4098389
524.42,296594.84,132.4088344
524.44,296592.16,132.407638
524.39,296589.5,132.4064505
524.39,296586.81,132.4052496
524.38,296584.13,132.4040532
524.39,296581.47,132.4028657
524.33,296578.81,132.4016781
524.32,296575.59,132.4002406
524.28,296572.94,132.3990576
524.28,296570.28,132.3978701
524.25,296567.63,132.3966871
524.24,296564.94,132.3954862
524.25,296562.28,132.3942987
524.24,296559.66,132.393129
524.19,296557.03,132.3919549
524.17,296553.88,132.3905486
524.2,296551.25,132.3893745
524.18,296548.63,132.3882049
524.15,296546,132.3870308
524.15,296543.13,132.3857495
524.11,296540.38,132.3845218
524.09,296538.16,132.3835308
524.02,296535.53,132.3823567
524,296532.91,132.381187
523.99,296530.28,132.3800129
523.99,296527.13,132.3786066
523.99,296524.47,132.3774191
523.94,296521.84,132.376245
523.95,296521.84,132.376245
523.94,296518.59,132.3747941
523.91,296515.97,132.3736245
523.9,296513.31,132.372437
523.89,296510.5,132.3711825
523.91,296507.78,132.3699682
523.88,296504.84,132.3686557
523.88,296502.19,132.3674727
523.87,296499.53,132.3662852
523.84,296496.88,132.3651021
523.84,296494,132.3638164
523.86,296491.5,132.3627003
523.85,296488.84,132.3615128
523.87,296485.63,132.3600798
523.85,296482.44,132.3586557
523.87,296479.22,132.3572182
523.88,296476.56,132.3560307
523.85,296473.91,132.3548476
523.81,296471.25,132.3536601
523.82,296468.59,132.3524726
523.81,296468.59,132.3524726
523.79,296465.31,132.3510083
523.77,296462.09,132.3495708
523.77,296459.47,132.3484012
523.78,296456.75,132.3471869
523.8,296454,132.3459592
523.84,296451.28,132.3447449
523.88,296448.5,132.3435039
523.92,296445.16,132.3420128
523.99,296442.34,132.3407538
524.03,296439.5,132.339486
524.08,296436.44,132.3381199
524.19,296432.63,132.336419
524.27,296429.78,132.3351467
524.37,296426.69,132.3337672
524.45,296423.53,132.3323565
524.55,296421.16,132.3312985
524.65,296418.28,132.3300127
524.85,296418.28,132.3300127
524.85,296414.75,132.3284368
524.94,296411.88,132.3271556
525.04,296409,132.3258699
525.14,296405.47,132.324294
525.23,296402.75,132.3230797
525.27,296399.88,132.3217984
525.34,296397,132.3205127
525.48,296393.59,132.3189904
525.53,296390.16,132.3174591
525.59,296387.31,132.3161868
525.64,296384.47,132.3149189
525.7,296381.41,132.3135529
525.73,296378.81,132.3123921
525.78,296376,132.3111377
525.8,296373.16,132.3098698
525.9,296370.38,132.3086287
525.9,296367.03,132.3071332
525.92,296364.25,132.3058921
525.96,296361.47,132.3046511
525.97,296361.47,132.3046511
525.99,296358.09,132.3031421
526.01,296355.34,132.3019144
526.05,296352.59,132.3006868
526.05,296349.75,132.2994189
526.07,296347.06,132.298218
526.08,296344.34,132.2970037
526.09,296341.41,132.2956957
526.11,296338.41,132.2943564
526.14,296335.47,132.2930439
526.15,296332.47,132.2917046
526.17,296330.22,132.2907001
526.17,296327.5,132.2894858
526.17,296324.78,132.2882715
526.21,296321.84,132.286959
526.22,296318.78,132.285593
526.23,296316.09,132.2843921
526.24,296313.34,132.2831644
526.24,296310.63,132.2819546
526.26,296307.91,132.2807403
526.28,296305.19,132.279526
526.29,296302.44,132.2782983
526.3,296299.53,132.2769992
526.35,296296.97,132.2758563
526.39,296294.22,132.2746286
526.41,296291.47,132.273401
526.49,296288.75,132.2721867
526.53,296285.47,132.2707224
526.65,296282.72,132.2694947
526.65,296280,132.2682804
526.7,296277.25,132.2670527
526.7,296274.5,132.265825
526.74,296271.75,132.2645974
526.74,296268.81,132.2632848
526.77,296265.75,132.2619188
526.8,296262.91,132.2606509
526.82,296259.88,132.2592982
526.86,296257.56,132.2582625
526.84,296254.81,132.2570348
526.86,296254.81,132.2570348
526.9,296251.47,132.2555438
526.9,296248.72,132.2543161
526.89,296246,132.2531018
526.91,296243.25,132.2518741
526.92,296239.94,132.2503964
526.92,296237.25,132.2491955
526.95,296233.94,132.2477178
526.94,296231,132.2464053
526.98,296227.97,132.2450526
526.96,296225.72,132.2440482
527.02,296222.94,132.2428071
527.02,296220.19,132.2415794
527.05,296217.44,132.2403517
527.06,296214.69,132.2391241
527.09,296211.38,132.2376464
527.12,296208.63,132.2364187
527.16,296205.91,132.2352044
527.17,296203.16,132.2339767
527.25,296200.41,132.232749
527.26,296197.47,132.2314365
527.3,296194.94,132.2303071
527.3,296192.16,132.229066
527.34,296189.44,132.2278517
527.4,296186.69,132.226624
527.43,296183.41,132.2251597
527.48,296180.66,132.223932
527.51,296177.91,132.2227044
527.56,296175.19,132.2214901
527.59,296172.25,132.2201776
527.64,296169.69,132.2190347
527.7,296166.94,132.217807
527.74,296166.94,132.217807
527.8,296163.56,132.2162981
527.84,296160.81,132.2150704
527.92,296158.03,132.2138293
527.95,296155.34,132.2126284
528.08,296152.63,132.2114186
528.08,296149.84,132.2101731
528.13,296147.13,132.2089632
528.18,296144.38,132.2077356
528.26,296141.41,132.2064097
528.31,296138.81,132.2052489
528.35,296136.16,132.2040659
528.41,296133.41,132.2028382
528.44,296130.13,132.2013739
528.5,296127.44,132.200173
528.59,296124.69,132.1989454
528.62,296121.97,132.1977311
528.69,296119.22,132.1965034
528.75,296116.5,132.1952891
528.79,296113.81,132.1940882
528.86,296111.06,132.1928605
528.91,296108.16,132.1915659
528.91,296105.66,132.1904498
528.95,296102.03,132.1888293
528.98,296099.75,132.1878114
529.04,296097.03,132.1865971
529.05,296094.38,132.1854141
529.04,296091.72,132.1842266
529.06,296089.03,132.1830257
529.11,296086.38,132.1818426
529.12,296083.19,132.1804185
529.15,296080.53,132.179231
529.19,296077.88,132.178048
529.21,296074.66,132.1766105
529.22,296072,132.175423
529.22,296069.34,132.1742355
529.17,296066.5,132.1729676
529.16,296063.59,132.1716685
529.16,296061.44,132.1707087
529.13,296058.81,132.1695345
529.13,296058.81,132.1695345
529.13,296055.56,132.1680837
529.12,296052.94,132.166914
529.06,296049.78,132.1655033
529.04,296047.22,132.1643604
529.03,296044.59,132.1631863
528.99,296041.97,132.1620167
528.93,296039.34,132.1608426
528.93,296036.75,132.1596863
528.9,296034,132.1584586
528.84,296030.97,132.1571059
528.79,296027.81,132.1556952
528.75,296025.34,132.1545925
528.63,296022.84,132.1534765
528.63,296020.38,132.1523782
528.55,296017.94,132.151289
528.51,296015.41,132.1501595
528.39,296012.81,132.1489988
528.34,296010.81,132.1481059
528.26,296008.5,132.1470747
528.23,296006.22,132.1460568
528.15,296003.94,132.1450389
528.07,296001.28,132.1438514
527.98,295999.13,132.1428916
527.97,295996.97,132.1419273
527.93,295994.84,132.1409764
527.86,295992.72,132.14003
527.77,295990.66,132.1391103
527.74,295988.5,132.1381461
527.65,295986.28,132.137155
527.65,295984.59,132.1364005
527.63,295982.63,132.1355255
527.59,295982.63,132.1355255
527.59,295980.22,132.1344496
527.6,295978.31,132.1335969
527.57,295976.44,132.1327621
527.58,295974.53,132.1319094
527.58,295972.69,132.131088
527.59,295970.84,132.1302621
527.63,295969.03,132.1294541
527.61,295967.13,132.1286058
527.65,295965.22,132.1277532
527.68,295962.94,132.1267353
527.73,295961.41,132.1260523
527.76,295959.63,132.1252576
527.85,295957.88,132.1244764
527.85,295956.09,132.1236773
527.93,295954.34,132.122896
528.01,295952.59,132.1221148
528.1,295950.81,132.1213201
528.13,295948.66,132.1203603
528.21,295946.88,132.1195656
528.28,295945.06,132.1187531
528.41,295942.97,132.1178201
528.5,295941.44,132.1171371
528.57,295939.63,132.116329
528.69,295937.81,132.1155165
528.75,295936,132.1147085
528.82,295934.16,132.113887
528.91,295932.34,132.1130745
528.98,295930.5,132.1122531
529.11,295928.53,132.1113736
529.11,295926.56,132.1104942
529.2,295925,132.1097978
529.25,295923.16,132.1089763
529.33,295921.34,132.1081638
529.35,295919.5,132.1073424
529.49,295917.25,132.1063379
529.52,295915.38,132.1055031
529.62,295913.56,132.1046906
529.67,295911.69,132.1038558
529.74,295909.84,132.1030299
529.81,295909.84,132.1030299
529.92,295907.56,132.102012
529.99,295905.72,132.1011906
530.08,295903.88,132.1003691
530.12,295901.81,132.099445
530.26,295899.91,132.0985968
530.26,295898.28,132.0978691
530.35,295896.41,132.0970343
530.4,295894.56,132.0962084
530.49,295892.69,132.0953736
530.54,295890.38,132.0943423
530.61,295888.63,132.0935611
530.67,295886.75,132.0927218
530.78,295884.88,132.091887
530.83,295883,132.0910477
530.88,295881.06,132.0901816
530.92,295879.13,132.08932
530.99,295877.13,132.0884271
531.05,295875.5,132.0876995
531.11,295873.66,132.086878
531.12,295871.69,132.0859986
531.26,295869.94,132.0852173
531.26,295868.03,132.0843646
531.3,295866.16,132.0835298
531.33,295864.28,132.0826905
531.37,295862.41,132.0818557
531.38,295860.53,132.0810164
531.32,295858.47,132.0800968
531.35,295856.75,132.0793289
531.34,295854.88,132.0784941
531.29,295852.84,132.0775834
531.23,295851.13,132.07682
531.15,295849.22,132.0759673
531.04,295847.28,132.0751012
530.97,295845.44,132.0742798
530.8,295843.56,132.0734405
530.68,295841.53,132.0725342
530.44,295839.69,132.0717128
530.44,295837.91,132.0709182
530.27,295836,132.0700655
530.15,295834.03,132.069186
529.97,295832.25,132.0683914
529.85,295830.34,132.0675387
529.68,295828.47,132.0667039
529.53,295826.47,132.065811
529.32,295824.69,132.0650164
529.19,295822.78,132.0641637
528.96,295820.91,132.0633289
528.8,295819,132.0624762
528.59,295817.09,132.0616235
528.43,295814.81,132.0606056
528.22,295812.91,132.0597574
528.09,295810.88,132.0588512
527.72,295808.81,132.057927
527.72,295807.22,132.0572172
527.52,295805.31,132.0563645
527.41,295803.41,132.0555163
527.2,295801.47,132.0546503
527.07,295799.63,132.0538288
526.91,295797.75,132.0529895
526.81,295795.44,132.0519583
526.61,295793.56,132.051119
526.53,295791.66,132.0502708
526.35,295789.38,132.0492529
526.26,295787.5,132.0484136
526.14,295785.72,132.047619
526.03,295783.88,132.0467975
525.83,295782.25,132.0460699
525.68,295780.44,132.0452618
525.21,295778.47,132.0443824
